stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
06/01/2020,19:46:00,India,F,36,38,Black,Signal Violation,Speeding,True,Frisk,Warning,False,0-15 Min,True,DL91SL2772
06/01/2020,19:49:00,USA,M,29,24,Asian,Speeding,Speeding,False,Frisk,Warning,True,16-30 Min,False,MH26AB7335
06/01/2020,19:50:00,India,F,22,23,White,Signal Violation,Speeding,False,Frisk,Arrest,True,0-15 Min,False,MH80NA7516
06/01/2020,19:57:00,Canada,F,31,40,Hispanic,Signal Violation,Seatbelt,False,Frisk,Warning,True,0-15 Min,False,DL77LC8065
06/01/2020,19:59:00,India,M,19,29,White,Signal Violation,Signal,True,Frisk,Arrest,True,30+ Min,False,KA48UV8520
06/01/2020,20:01:00,USA,M,37,79,White,Signal Violation,Signal,True,Vehicle Search,Arrest,False,16-30 Min,True,GJ78QF9099
06/01/2020,20:08:00,India,F,31,76,Black,Signal Violation,DUI,True,Vehicle Search,Ticket,True,0-15 Min,False,DL59ZO6650
06/01/2020,20:12:00,India,M,27,43,Asian,Drunk Driving,Speeding,True,Vehicle Search,Arrest,True,16-30 Min,False,TN33SK1547
06/01/2020,20:15:00,Canada,M,47,51,Hispanic,Signal Violation,Seatbelt,True,Vehicle Search,Warning,True,16-30 Min,True,TN88HN4629
06/01/2020,20:17:00,USA,M,70,33,Black,Speeding,DUI,False,Frisk,Warning,False,16-30 Min,False,WB63WP9841
06/01/2020,20:27:00,India,M,31,37,Black,Seatbelt,Speeding,False,Frisk,Ticket,True,16-30 Min,False,RJ59VS7439
06/01/2020,20:28:00,India,M,51,74,Asian,Drunk Driving,Seatbelt,True,Frisk,Ticket,True,0-15 Min,True,GJ23LY1164
06/01/2020,20:29:00,India,F,52,29,Black,Signal Violation,Speeding,True,Frisk,Warning,True,30+ Min,False,DL46CZ8466
06/01/2020,20:31:00,USA,M,34,80,Black,Speeding,DUI,False,Frisk,Warning,False,0-15 Min,False,UP90XF1588
06/01/2020,20:33:00,India,M,26,44,Hispanic,Seatbelt,Seatbelt,True,Frisk,Ticket,True,0-15 Min,False,DL11OR1869
06/01/2020,20:34:00,USA,F,64,34,Hispanic,Seatbelt,Signal,False,Vehicle Search,Arrest,True,30+ Min,False,TN19LP1095
06/01/2020,20:37:00,USA,F,25,73,Asian,Signal Violation,DUI,True,Frisk,Arrest,False,0-15 Min,False,TN63HX8596
06/01/2020,20:38:00,India,F,68,30,Asian,Seatbelt,DUI,True,Frisk,Warning,False,0-15 Min,True,RJ29TZ4810
06/01/2020,20:42:00,Canada,F,44,73,Black,Signal Violation,Seatbelt,True,Frisk,Arrest,True,16-30 Min,False,WB31SB9509
06/01/2020,20:44:00,USA,M,18,49,Asian,Drunk Driving,Signal,False,Vehicle Search,Arrest,True,30+ Min,False,TN75TE7568
06/01/2020,20:46:00,India,M,32,40,Hispanic,Signal Violation,Seatbelt,False,Frisk,Arrest,True,0-15 Min,False,DL46TO1498
06/01/2020,20:48:00,India,M,36,70,Hispanic,Drunk Driving,Speeding,True,Frisk,Warning,False,16-30 Min,True,UP78QM4730
06/01/2020,20:49:00,India,F,31,30,Black,Seatbelt,Seatbelt,True,Frisk,Ticket,False,0-15 Min,False,KA91LY5049
06/01/2020,20:52:00,India,M,20,28,White,Seatbelt,Seatbelt,True,Vehicle Search,Ticket,False,0-15 Min,True,RJ19JK4053
06/01/2020,20:56:00,USA,M,36,51,Black,Seatbelt,DUI,True,Frisk,Warning,False,30+ Min,True,TN34RY1798
06/01/2020,21:00:00,USA,F,26,18,Hispanic,Seatbelt,Seatbelt,False,Vehicle Search,Arrest,False,30+ Min,False,MH71DM7718
06/01/2020,21:08:00,Canada,F,26,62,Asian,Seatbelt,DUI,True,Vehicle Search,Arrest,True,0-15 Min,True,WB80SH9555
06/01/2020,21:09:00,Canada,M,32,63,Hispanic,Drunk Driving,Speeding,True,Frisk,Arrest,False,30+ Min,False,MH77MJ6369
06/01/2020,21:14:00,Canada,M,31,32,Black,Drunk Driving,Signal,False,Vehicle Search,Arrest,True,16-30 Min,True,GJ46CX2324
06/01/2020,21:15:00,USA,M,43,69,Hispanic,Drunk Driving,Speeding,False,Vehicle Search,Arrest,False,30+ Min,True,KA42DF4920
06/01/2020,21:19:00,Canada,F,37,78,Black,Drunk Driving,Speeding,True,Vehicle Search,Warning,True,0-15 Min,False,TN44SG5218
06/01/2020,21:23:00,Canada,F,18,64,Hispanic,Speeding,Speeding,False,Frisk,Arrest,True,16-30 Min,False,WB12SX4732
06/01/2020,21:26:00,USA,F,71,38,Asian,Speeding,Speeding,True,Vehicle Search,Ticket,False,16-30 Min,False,KA73XA2317
06/01/2020,21:31:00,USA,F,44,77,Asian,Signal Violation,Seatbelt,False,Vehicle Search,Ticket,False,0-15 Min,True,DL26JG9124
06/01/2020,21:32:00,USA,F,41,76,Hispanic,Seatbelt,Speeding,False,Vehicle Search,Warning,False,0-15 Min,False,WB27YB7988
06/01/2020,21:36:00,Canada,M,49,28,Hispanic,Signal Violation,Signal,False,Frisk,Arrest,False,0-15 Min,False,DL35WG6349
06/01/2020,21:37:00,Canada,F,40,64,Asian,Speeding,Seatbelt,False,Vehicle Search,Arrest,False,30+ Min,False,DL87GP3550
06/01/2020,21:44:00,India,F,42,48,Asian,Drunk Driving,Seatbelt,False,Vehicle Search,Arrest,True,16-30 Min,True,KA44OZ9507
06/01/2020,21:45:00,USA,M,26,22,Black,Signal Violation,Speeding,True,Vehicle Search,Warning,False,16-30 Min,False,GJ98LP4792
06/01/2020,21:46:00,India,M,30,75,Hispanic,Seatbelt,DUI,True,Frisk,Arrest,True,16-30 Min,False,DL37WI8209
06/01/2020,21:48:00,India,M,40,23,Black,Seatbelt,Signal,False,Frisk,Arrest,False,30+ Min,True,GJ76ES7334
06/01/2020,21:49:00,India,F,21,80,Hispanic,Signal Violation,Seatbelt,False,Vehicle Search,Warning,False,0-15 Min,False,UP59HZ5460
06/01/2020,22:04:00,Canada,F,40,63,Black,Seatbelt,Seatbelt,True,Vehicle Search,Arrest,True,16-30 Min,True,DL67HF7315
06/01/2020,22:12:00,India,F,53,54,Hispanic,Drunk Driving,DUI,True,Frisk,Warning,False,16-30 Min,False,GJ65AY6463
06/01/2020,22:14:00,USA,F,79,44,Hispanic,Signal Violation,Speeding,False,Frisk,Ticket,True,30+ Min,False,UP42YN9698
06/01/2020,22:15:00,Canada,F,55,29,Black,Signal Violation,Speeding,False,Vehicle Search,Warning,False,16-30 Min,True,TN80MZ3041
06/01/2020,22:24:00,Canada,F,67,37,Asian,Seatbelt,Speeding,False,Vehicle Search,Ticket,False,30+ Min,False,GJ64FH9440
06/01/2020,22:27:00,Canada,M,25,79,Black,Speeding,Signal,True,Frisk,Warning,True,16-30 Min,False,TN56KB4952
06/01/2020,22:29:00,USA,F,66,54,Hispanic,Signal Violation,Speeding,True,Vehicle Search,Ticket,True,0-15 Min,True,WB27KI8944
06/01/2020,22:30:00,USA,M,53,56,Asian,Signal Violation,Signal,False,Frisk,Arrest,False,16-30 Min,False,MH53PY6161
06/01/2020,22:31:00,Canada,F,38,40,Asian,Signal Violation,DUI,False,Vehicle Search,Arrest,True,0-15 Min,False,RJ38RF2496
06/01/2020,22:34:00,India,F,75,22,Hispanic,Signal Violation,Speeding,False,Frisk,Ticket,True,0-15 Min,True,TN18ZX7446
06/01/2020,22:36:00,USA,F,69,67,White,Drunk Driving,DUI,True,Frisk,Arrest,False,16-30 Min,False,UP77VY5340
06/01/2020,22:37:00,India,F,39,27,White,Speeding,Signal,True,Frisk,Ticket,True,16-30 Min,False,TN16NG9793
06/01/2020,22:50:00,India,M,79,57,Black,Seatbelt,Signal,False,Vehicle Search,Ticket,True,30+ Min,True,KA93KO4308
06/01/2020,22:53:00,USA,M,55,37,Black,Drunk Driving,Seatbelt,True,Frisk,Ticket,True,30+ Min,False,WB69UC8117
06/01/2020,22:58:00,USA,F,48,50,Black,Speeding,Seatbelt,False,Frisk,Arrest,True,16-30 Min,False,KA47JR4021
06/01/2020,22:59:00,India,F,26,58,Asian,Drunk Driving,Speeding,False,Vehicle Search,Ticket,True,0-15 Min,False,WB72DO2269
06/01/2020,23:03:00,Canada,M,54,23,Hispanic,Signal Violation,Speeding,False,Vehicle Search,Arrest,False,30+ Min,False,DL11KY4955
06/01/2020,23:04:00,USA,F,75,64,White,Speeding,Signal,True,Frisk,Ticket,True,0-15 Min,True,TN72FA7251
06/01/2020,23:05:00,Canada,M,34,76,Black,Signal Violation,Signal,False,Vehicle Search,Warning,True,30+ Min,True,UP24KV5232
06/01/2020,23:11:00,Canada,F,68,61,White,Speeding,Speeding,True,Frisk,Arrest,False,0-15 Min,False,WB68XM5436
06/01/2020,23:20:00,USA,M,29,61,White,Signal Violation,Speeding,True,Vehicle Search,Arrest,True,16-30 Min,True,KA44MA2614
06/01/2020,23:24:00,Canada,F,61,32,Black,Speeding,Seatbelt,True,Frisk,Arrest,False,0-15 Min,True,MH41GX9320
06/01/2020,23:26:00,Canada,F,74,42,Hispanic,Drunk Driving,DUI,True,Frisk,Warning,False,16-30 Min,True,GJ44AN4849
06/01/2020,23:30:00,India,F,31,57,Black,Seatbelt,DUI,True,Frisk,Warning,False,16-30 Min,True,KA75QP3476
06/01/2020,23:34:00,Canada,F,71,26,Asian,Speeding,Speeding,True,Vehicle Search,Warning,True,0-15 Min,False,KA53WQ7097
06/01/2020,23:35:00,USA,M,70,33,White,Seatbelt,Signal,True,Frisk,Ticket,True,30+ Min,True,MH81RH9501
06/01/2020,23:41:00,Canada,M,49,29,White,Signal Violation,Seatbelt,True,Frisk,Ticket,True,30+ Min,True,MH50VH3976
06/01/2020,23:42:00,Canada,M,31,67,Black,Signal Violation,Speeding,True,Frisk,Ticket,False,16-30 Min,True,GJ96HL9628
06/01/2020,23:46:00,USA,F,73,44,Black,Seatbelt,Signal,True,Vehicle Search,Warning,True,16-30 Min,True,GJ48DG7234
06/01/2020,23:50:00,India,F,54,73,Black,Seatbelt,DUI,False,Frisk,Warning,True,30+ Min,True,MH92NO1139
06/01/2020,23:53:00,USA,M,52,62,Asian,Seatbelt,DUI,False,Vehicle Search,Ticket,True,16-30 Min,False,KA70KL2218
06/01/2020,23:54:00,India,F,18,52,White,Drunk Driving,DUI,False,Frisk,Arrest,False,30+ Min,False,GJ41UY7600
06/01/2020,23:55:00,India,F,63,47,Hispanic,Signal Violation,Seatbelt,True,Vehicle Search,Ticket,False,0-15 Min,True,DL24LB2743
06/01/2020,23:56:00,USA,F,55,41,Hispanic,Seatbelt,Signal,True,Vehicle Search,Warning,True,0-15 Min,False,GJ64MG4506
06/01/2020,23:58:00,USA,M,29,41,Hispanic,Speeding,Speeding,False,Vehicle Search,Warning,False,16-30 Min,False,TN98AV5132
06/01/2020,23:59:00,Canada,M,18,32,White,Drunk Driving,DUI,True,Vehicle Search,Warning,True,16-30 Min,True,RJ96FX6878
07/01/2020,0:02:00,Canada,M,65,45,Asian,Drunk Driving,Seatbelt,True,Frisk,Warning,True,16-30 Min,False,DL24PG9446
07/01/2020,0:04:00,USA,M,67,24,Black,Signal Violation,Signal,False,Frisk,Warning,True,0-15 Min,True,WB54FY3075
07/01/2020,0:11:00,Canada,M,80,39,Hispanic,Drunk Driving,Speeding,True,Frisk,Ticket,True,30+ Min,False,RJ39SW5334
07/01/2020,0:18:00,India,M,29,20,Hispanic,Signal Violation,Speeding,False,Frisk,Warning,False,30+ Min,False,WB45QV9614
07/01/2020,0:20:00,India,F,23,42,Hispanic,Seatbelt,Speeding,True,Frisk,Ticket,True,30+ Min,False,DL70AF6507
07/01/2020,0:23:00,India,M,69,38,Asian,Seatbelt,DUI,True,Vehicle Search,Ticket,True,16-30 Min,False,MH89TF7995
07/01/2020,0:25:00,Canada,M,66,30,Hispanic,Drunk Driving,Signal,True,Vehicle Search,Arrest,False,16-30 Min,True,TN11YC4109
07/01/2020,0:26:00,India,F,60,57,Asian,Signal Violation,Speeding,True,Vehicle Search,Ticket,True,30+ Min,False,RJ44WS7916
07/01/2020,0:29:00,Canada,M,33,50,White,Speeding,Signal,False,Vehicle Search,Arrest,True,30+ Min,False,KA91JM7710
07/01/2020,0:33:00,USA,M,21,18,Hispanic,Seatbelt,Signal,False,Vehicle Search,Ticket,False,0-15 Min,False,RJ99GP6300
07/01/2020,0:35:00,Canada,F,50,49,Asian,Seatbelt,Seatbelt,True,Frisk,Warning,False,16-30 Min,False,UP60SW6300
07/01/2020,0:36:00,India,M,68,28,Asian,Drunk Driving,Seatbelt,False,Frisk,Warning,False,30+ Min,True,TN97YU5043
07/01/2020,0:37:00,Canada,M,51,32,Asian,Seatbelt,Seatbelt,True,Frisk,Arrest,False,16-30 Min,True,MH12HB1102
07/01/2020,0:38:00,USA,F,58,29,White,Speeding,Speeding,True,Frisk,Arrest,True,0-15 Min,False,DL69OF5223
07/01/2020,0:39:00,USA,M,56,26,Asian,Signal Violation,DUI,True,Vehicle Search,Arrest,False,0-15 Min,False,DL80DG6377
07/01/2020,0:46:00,Canada,M,29,71,Black,Seatbelt,DUI,True,Vehicle Search,Arrest,True,16-30 Min,True,DL52LS4457
07/01/2020,0:47:00,Canada,M,20,44,Black,Speeding,Speeding,False,Frisk,Ticket,False,30+ Min,False,GJ95NY6805
07/01/2020,0:57:00,USA,F,69,66,Black,Seatbelt,Seatbelt,True,Vehicle Search,Ticket,True,0-15 Min,True,RJ25EF8542
07/01/2020,1:04:00,Canada,M,20,50,Hispanic,Signal Violation,Speeding,True,Frisk,Arrest,False,16-30 Min,True,MH52CS6972
07/01/2020,1:06:00,India,M,61,53,White,Seatbelt,DUI,False,Vehicle Search,Arrest,False,30+ Min,False,RJ75MZ1414
07/01/2020,1:10:00,USA,F,47,48,Hispanic,Seatbelt,DUI,False,Vehicle Search,Arrest,True,30+ Min,False,WB83QV7072
07/01/2020,1:13:00,Canada,F,24,59,Black,Seatbelt,Signal,False,Vehicle Search,Arrest,True,0-15 Min,True,GJ79RD4476
07/01/2020,1:14:00,India,M,25,63,Asian,Speeding,Signal,False,Vehicle Search,Ticket,False,30+ Min,True,GJ62AF2529
07/01/2020,1:15:00,India,F,58,69,White,Seatbelt,Signal,False,Vehicle Search,Arrest,False,16-30 Min,False,UP60OF1520
07/01/2020,1:17:00,India,M,20,40,Hispanic,Seatbelt,DUI,False,Frisk,Ticket,False,0-15 Min,True,MH87GJ4324
07/01/2020,1:18:00,India,M,60,28,White,Seatbelt,Signal,True,Frisk,Warning,True,16-30 Min,False,TN57EZ9371
07/01/2020,1:19:00,Canada,F,63,26,Black,Speeding,Signal,True,Vehicle Search,Arrest,True,0-15 Min,False,UP61FS2015
07/01/2020,1:20:00,India,M,74,41,Black,Speeding,DUI,False,Vehicle Search,Arrest,False,30+ Min,False,UP55MA8196
07/01/2020,1:26:00,India,F,38,69,Black,Speeding,Signal,False,Vehicle Search,Warning,False,16-30 Min,True,RJ69TM8639
07/01/2020,1:28:00,Canada,F,56,73,Black,Speeding,Signal,True,Frisk,Warning,True,30+ Min,False,TN89CD6181
07/01/2020,1:29:00,USA,F,22,55,Hispanic,Drunk Driving,Seatbelt,True,Frisk,Warning,True,16-30 Min,True,RJ63BZ5859
07/01/2020,1:30:00,USA,F,49,70,Hispanic,Seatbelt,DUI,False,Vehicle Search,Ticket,False,16-30 Min,False,TN71GJ1990
07/01/2020,1:31:00,Canada,F,24,28,Black,Drunk Driving,Seatbelt,True,Frisk,Warning,False,16-30 Min,True,GJ65JQ3507
07/01/2020,1:32:00,Canada,F,28,18,Hispanic,Speeding,Seatbelt,True,Frisk,Warning,False,16-30 Min,True,TN34CX9540
07/01/2020,1:34:00,USA,F,31,70,Black,Seatbelt,Speeding,False,Frisk,Ticket,True,0-15 Min,True,DL70VY3071
07/01/2020,1:37:00,Canada,M,67,44,White,Signal Violation,Seatbelt,True,Frisk,Warning,True,30+ Min,True,WB95TJ3950
07/01/2020,1:40:00,USA,F,27,45,Hispanic,Seatbelt,Seatbelt,False,Vehicle Search,Warning,True,0-15 Min,True,DL32DX7889
07/01/2020,1:43:00,USA,M,51,70,Asian,Signal Violation,Seatbelt,False,Frisk,Warning,False,30+ Min,False,RJ31PY2114
07/01/2020,1:44:00,USA,M,51,24,Asian,Signal Violation,Seatbelt,True,Frisk,Warning,False,30+ Min,False,GJ70HU6374
07/01/2020,1:46:00,Canada,F,80,73,White,Seatbelt,DUI,False,Frisk,Warning,False,0-15 Min,True,WB43WD8740
07/01/2020,1:47:00,Canada,F,18,53,Black,Signal Violation,Speeding,True,Frisk,Warning,True,16-30 Min,True,UP30PH1701
07/01/2020,1:48:00,India,F,24,76,Hispanic,Seatbelt,DUI,True,Vehicle Search,Ticket,False,30+ Min,False,UP66CL6239
07/01/2020,1:49:00,USA,F,67,78,Black,Drunk Driving,Seatbelt,False,Frisk,Warning,True,16-30 Min,True,UP20CN5915
07/01/2020,1:53:00,India,M,22,38,Asian,Seatbelt,Seatbelt,False,Frisk,Ticket,True,16-30 Min,True,GJ36PE3467
07/01/2020,2:00:00,USA,F,27,64,Black,Drunk Driving,Seatbelt,True,Vehicle Search,Arrest,False,0-15 Min,False,RJ31WE9294
07/01/2020,2:04:00,USA,M,74,29,Hispanic,Signal Violation,DUI,True,Vehicle Search,Warning,True,0-15 Min,False,WB63UG9414
07/01/2020,2:14:00,USA,M,25,61,Hispanic,Signal Violation,Signal,True,Frisk,Arrest,True,30+ Min,True,WB36UT5182
07/01/2020,2:16:00,Canada,F,76,55,Black,Speeding,Signal,True,Vehicle Search,Warning,True,30+ Min,False,MH12BQ3398
07/01/2020,2:18:00,USA,F,58,77,Hispanic,Speeding,Signal,False,Frisk,Arrest,True,30+ Min,True,RJ53OJ6074
07/01/2020,2:20:00,India,F,38,69,Asian,Seatbelt,Seatbelt,True,Frisk,Ticket,True,30+ Min,True,TN61UY3779
07/01/2020,2:23:00,Canada,M,31,44,White,Drunk Driving,Seatbelt,False,Frisk,Ticket,False,0-15 Min,False,MH53OD8612
07/01/2020,2:30:00,Canada,M,22,46,Asian,Drunk Driving,Signal,False,Vehicle Search,Arrest,True,16-30 Min,False,UP80IF9054
07/01/2020,2:31:00,Canada,F,21,74,Asian,Drunk Driving,Seatbelt,True,Vehicle Search,Arrest,True,30+ Min,False,KA75UH4621
07/01/2020,2:32:00,India,F,47,76,Hispanic,Speeding,Signal,True,Frisk,Warning,True,0-15 Min,True,GJ89MU1049
07/01/2020,2:34:00,Canada,F,53,39,Asian,Speeding,DUI,True,Frisk,Warning,False,16-30 Min,True,WB40TI9767
07/01/2020,2:35:00,Canada,F,36,70,Asian,Drunk Driving,DUI,True,Frisk,Ticket,True,0-15 Min,True,UP62GL8607
07/01/2020,2:43:00,USA,F,58,28,White,Speeding,Seatbelt,False,Vehicle Search,Arrest,True,30+ Min,False,WB94PJ7622
07/01/2020,2:44:00,Canada,F,22,47,Hispanic,Speeding,Seatbelt,True,Frisk,Warning,False,0-15 Min,True,MH98NC1785
07/01/2020,2:46:00,USA,F,21,54,White,Speeding,Speeding,False,Vehicle Search,Ticket,True,16-30 Min,False,WB44LR8996
07/01/2020,2:47:00,USA,F,70,23,Hispanic,Speeding,Signal,True,Frisk,Ticket,False,30+ Min,True,UP92GU3997
07/01/2020,2:49:00,Canada,M,66,25,Black,Speeding,DUI,False,Frisk,Arrest,False,16-30 Min,True,TN28JD4363
07/01/2020,2:51:00,USA,M,66,41,White,Seatbelt,DUI,True,Vehicle Search,Arrest,False,16-30 Min,False,UP48LF1149
07/01/2020,2:56:00,India,M,57,68,Hispanic,Speeding,Speeding,True,Vehicle Search,Warning,False,16-30 Min,True,UP23QU8859
07/01/2020,2:59:00,Canada,M,51,38,Asian,Drunk Driving,Signal,False,Frisk,Arrest,False,30+ Min,True,GJ32NJ9599
07/01/2020,3:00:00,India,M,38,46,White,Signal Violation,Speeding,True,Frisk,Arrest,True,16-30 Min,False,MH44JN9898
07/01/2020,3:03:00,USA,F,36,36,White,Signal Violation,Seatbelt,False,Frisk,Warning,False,30+ Min,True,UP21CX9810
07/01/2020,3:05:00,Canada,F,55,37,Asian,Signal Violation,DUI,True,Vehicle Search,Warning,False,30+ Min,False,RJ68HX4946
07/01/2020,3:15:00,USA,M,42,69,Black,Drunk Driving,DUI,False,Vehicle Search,Arrest,False,30+ Min,True,WB45LU3656
07/01/2020,3:17:00,Canada,M,79,54,Asian,Drunk Driving,Signal,True,Frisk,Warning,False,0-15 Min,True,WB25YT1376
07/01/2020,3:19:00,USA,F,70,50,White,Speeding,Signal,False,Vehicle Search,Arrest,False,30+ Min,True,GJ71PR2900
07/01/2020,3:22:00,India,F,59,77,Hispanic,Signal Violation,Seatbelt,False,Frisk,Arrest,True,0-15 Min,True,KA18AP6610
07/01/2020,3:23:00,India,F,79,30,Asian,Signal Violation,Speeding,False,Frisk,Warning,True,30+ Min,True,GJ55QA4755
07/01/2020,3:24:00,India,M,23,37,Hispanic,Speeding,Seatbelt,True,Vehicle Search,Arrest,True,16-30 Min,False,RJ74LU5394
07/01/2020,3:29:00,USA,M,40,23,White,Drunk Driving,Signal,True,Frisk,Warning,True,0-15 Min,True,MH14PR1207
07/01/2020,3:32:00,India,M,34,59,Hispanic,Speeding,DUI,False,Vehicle Search,Warning,False,16-30 Min,False,WB53UL7115
07/01/2020,3:37:00,India,F,65,58,Asian,Speeding,DUI,False,Vehicle Search,Ticket,True,16-30 Min,True,TN50FK4173
07/01/2020,3:42:00,India,M,18,60,Asian,Seatbelt,Speeding,True,Frisk,Arrest,True,0-15 Min,True,RJ79UD5955
07/01/2020,3:47:00,USA,F,33,67,Asian,Drunk Driving,DUI,False,Vehicle Search,Arrest,False,0-15 Min,True,MH45PS2936
07/01/2020,3:54:00,Canada,F,28,21,White,Drunk Driving,Seatbelt,True,Frisk,Warning,False,0-15 Min,False,TN52PJ6759
07/01/2020,3:58:00,Canada,F,62,67,Asian,Drunk Driving,Speeding,True,Frisk,Arrest,True,16-30 Min,False,MH92KB8119
07/01/2020,3:59:00,Canada,M,44,58,Hispanic,Drunk Driving,Seatbelt,False,Frisk,Warning,False,16-30 Min,False,WB98WK9805
07/01/2020,4:00:00,Canada,F,55,24,Black,Seatbelt,Speeding,True,Frisk,Arrest,False,16-30 Min,True,UP55EK7903
07/01/2020,4:03:00,India,F,61,33,Asian,Seatbelt,Signal,True,Vehicle Search,Ticket,False,0-15 Min,True,GJ68EF4533
07/01/2020,4:04:00,India,M,50,52,Black,Speeding,Speeding,True,Frisk,Warning,False,0-15 Min,True,DL24FC2415
07/01/2020,4:06:00,India,M,50,43,Hispanic,Drunk Driving,DUI,False,Frisk,Arrest,False,0-15 Min,True,WB92FK2765
07/01/2020,4:12:00,India,M,50,19,Hispanic,Signal Violation,DUI,False,Frisk,Ticket,False,30+ Min,False,RJ92ZT7337
07/01/2020,4:13:00,USA,F,18,35,White,Seatbelt,Signal,True,Frisk,Arrest,False,0-15 Min,False,TN43GL8162
07/01/2020,4:19:00,Canada,F,34,79,White,Seatbelt,Seatbelt,True,Frisk,Ticket,False,16-30 Min,False,WB52JU6115
07/01/2020,4:23:00,India,M,33,44,Asian,Seatbelt,Speeding,True,Vehicle Search,Arrest,False,30+ Min,True,KA90VO7229
07/01/2020,4:28:00,Canada,F,70,75,Asian,Drunk Driving,Speeding,True,Vehicle Search,Arrest,False,16-30 Min,False,KA33QX2206
07/01/2020,4:32:00,Canada,F,66,27,Hispanic,Drunk Driving,Speeding,True,Vehicle Search,Arrest,True,16-30 Min,True,GJ80CF4214
07/01/2020,4:33:00,USA,F,77,80,Black,Drunk Driving,DUI,False,Vehicle Search,Warning,False,30+ Min,False,GJ57VF9364
07/01/2020,4:34:00,USA,F,66,32,Black,Seatbelt,Seatbelt,True,Frisk,Warning,True,0-15 Min,True,DL10TE2679
07/01/2020,4:36:00,Canada,M,58,26,Black,Drunk Driving,DUI,True,Frisk,Arrest,True,16-30 Min,False,UP96CZ6707
07/01/2020,4:38:00,USA,F,70,42,Asian,Speeding,Speeding,False,Frisk,Ticket,True,0-15 Min,False,GJ22XI5600
07/01/2020,4:40:00,Canada,F,52,22,Asian,Signal Violation,DUI,True,Vehicle Search,Ticket,False,16-30 Min,True,MH87LC3994
07/01/2020,4:42:00,India,M,77,19,Black,Seatbelt,Speeding,False,Vehicle Search,Ticket,True,0-15 Min,False,UP73EE8269
07/01/2020,4:43:00,India,M,77,30,White,Speeding,Signal,True,Vehicle Search,Warning,True,0-15 Min,False,WB70LF7664
07/01/2020,4:45:00,USA,F,45,46,White,Seatbelt,Speeding,True,Frisk,Arrest,False,0-15 Min,True,MH84IW9457
07/01/2020,4:48:00,Canada,F,54,76,Black,Signal Violation,Signal,False,Frisk,Ticket,True,0-15 Min,False,MH91LO5145
07/01/2020,4:52:00,USA,F,25,30,Black,Drunk Driving,DUI,False,Vehicle Search,Warning,False,0-15 Min,True,KA54QO6373
07/01/2020,4:54:00,Canada,M,61,46,White,Signal Violation,DUI,False,Vehicle Search,Arrest,True,16-30 Min,False,DL88BC2005
07/01/2020,4:55:00,USA,F,33,40,Hispanic,Speeding,Speeding,False,Vehicle Search,Warning,False,30+ Min,True,DL66PJ1534
07/01/2020,4:57:00,Canada,F,29,20,Black,Seatbelt,Seatbelt,True,Frisk,Arrest,False,16-30 Min,False,TN58DW7993
07/01/2020,5:07:00,Canada,F,61,30,White,Seatbelt,DUI,True,Frisk,Warning,False,16-30 Min,True,UP52WP1587
07/01/2020,5:08:00,Canada,F,63,71,Asian,Seatbelt,Speeding,True,Vehicle Search,Arrest,True,30+ Min,False,RJ29XY9946
07/01/2020,5:10:00,India,F,53,52,Hispanic,Seatbelt,Seatbelt,True,Vehicle Search,Ticket,False,0-15 Min,True,GJ77EP4689
07/01/2020,5:12:00,Canada,M,50,64,Black,Seatbelt,DUI,False,Frisk,Arrest,True,30+ Min,True,GJ13PI1755
07/01/2020,5:21:00,USA,F,59,21,Black,Seatbelt,Signal,False,Vehicle Search,Warning,True,0-15 Min,False,UP79ZR4432
07/01/2020,5:29:00,USA,M,77,76,Asian,Speeding,Signal,False,Frisk,Warning,False,0-15 Min,False,MH36QA6581
07/01/2020,5:30:00,Canada,M,65,72,Hispanic,Signal Violation,Speeding,True,Frisk,Warning,False,0-15 Min,True,KA41JQ9009
07/01/2020,5:31:00,India,M,63,58,White,Drunk Driving,Signal,True,Vehicle Search,Warning,False,16-30 Min,False,MH75SX2161
07/01/2020,5:32:00,Canada,M,60,76,Asian,Signal Violation,Seatbelt,True,Frisk,Arrest,False,0-15 Min,True,MH72XU8314
07/01/2020,5:33:00,USA,F,22,35,Hispanic,Drunk Driving,Seatbelt,True,Frisk,Warning,False,30+ Min,False,WB15II5416
07/01/2020,5:36:00,USA,F,77,50,Asian,Speeding,DUI,True,Frisk,Warning,True,30+ Min,False,GJ11AZ6654
07/01/2020,5:39:00,Canada,M,52,41,Black,Seatbelt,Speeding,False,Vehicle Search,Ticket,False,30+ Min,True,UP75PK5331
07/01/2020,5:40:00,India,F,19,57,Black,Speeding,Seatbelt,False,Frisk,Warning,True,30+ Min,False,DL42CE2605
07/01/2020,5:42:00,India,M,25,27,Hispanic,Speeding,Seatbelt,True,Frisk,Arrest,True,0-15 Min,False,TN42BC9056
07/01/2020,5:44:00,India,F,21,25,White,Drunk Driving,Speeding,False,Frisk,Ticket,True,16-30 Min,True,KA23YB8035
07/01/2020,5:45:00,Canada,M,79,32,Hispanic,Seatbelt,Speeding,False,Frisk,Arrest,True,30+ Min,False,GJ86IB6121
07/01/2020,5:48:00,USA,M,29,26,Hispanic,Signal Violation,Seatbelt,True,Vehicle Search,Ticket,False,30+ Min,True,UP44JM2039
